PurchaseOrderItemID,PurchaseOrderID,PurchaseOrderNumber,ProductID,ProductName,ProductCategory,QuantityOrdered,QuantityReceived,UnitCost,LineTotal,Status,ExpectedDate,ReceivedDate,Notes,CreatedBy,CreatedDate
314,101,PO-2026-0101,3022,Backcountry Explorer XC Skis - 190cm,Ski,47,,345.6,16243.2,Pending,2026-05-11,,Supplier SKU: ALP-3022,system,2026-04-28
315,102,PO-2026-0102,1521,Adventurer Pro Backpack,Camping,3,,114.97,344.91,Shipped,2026-05-01,,Supplier SKU: CON-1521,system,2026-04-23
316,103,PO-2026-0103,3081,All-Temp Ski Wax Kit,Ski,1,,65.83,65.83,Shipped,2026-05-05,,Supplier SKU: FAB-3081,system,2026-04-19
317,104,PO-2026-0104,3101,Winter Boots - Insulated,Ski,22,22.0,131.9,2901.8,Received,2026-03-10,2026-03-10,Supplier SKU: WOR-3101,system,2026-02-18
318,105,PO-2026-0105,3081,All-Temp Ski Wax Kit,Ski,1,1.0,65.83,65.83,Received,2026-04-23,2026-04-25,Supplier SKU: FAB-3081,system,2026-04-10
319,105,PO-2026-0105,3062,Anti-Fog Ski Goggles,Ski,2,2.0,86.65,173.3,Received,2026-04-23,2026-04-25,Supplier SKU: FAB-3062,system,2026-04-10
320,105,PO-2026-0105,3021,Nordic Classic XC Skis - 185cm,Ski,159,159.0,263.35,41872.65,Received,2026-04-23,2026-04-25,Supplier SKU: FAB-3021,system,2026-04-10
321,106,PO-2026-0106,2111,High-Speed Blender,Kitchen,15,,164.8,2472.0,Shipped,2026-05-14,,Supplier SKU: WOR-2111,system,2026-04-21
322,107,PO-2026-0107,3081,All-Temp Ski Wax Kit,Ski,3,3.0,65.83,197.49,Received,2026-03-12,2026-03-14,Supplier SKU: FAB-3081,system,2026-02-28
323,107,PO-2026-0107,3021,Nordic Classic XC Skis - 185cm,Ski,85,85.0,263.35,22384.75,Received,2026-03-12,2026-03-14,Supplier SKU: FAB-3021,system,2026-02-28
324,108,PO-2026-0108,3101,Winter Boots - Insulated,Ski,43,40.0,131.9,5671.7,Backordered,2026-03-23,2026-03-25,Supplier SKU: WOR-3101,system,2026-02-25
325,108,PO-2026-0108,3091,Freestyle Snowboard - 155cm,Ski,224,224.0,449.2,100620.8,Received,2026-03-23,2026-03-25,Supplier SKU: WOR-3091,system,2026-02-25
326,108,PO-2026-0108,3071,Ski Boot Bag - Premium,Ski,21,21.0,50.13,1052.73,Received,2026-03-23,2026-03-25,Supplier SKU: WOR-3071,system,2026-02-25
327,108,PO-2026-0108,1563,CompactCook Camping Stove,Camping,3,3.0,63.24,189.72,Received,2026-03-23,2026-03-25,Supplier SKU: WOR-1563,system,2026-02-25
328,108,PO-2026-0108,3011,Alpine Pro Racing Skis - 170cm,Ski,5,5.0,1047.55,5237.75,Received,2026-03-23,2026-03-25,Supplier SKU: WOR-3011,system,2026-02-25
329,109,PO-2026-0109,1553,Adventure Dining Table,Camping,47,47.0,110.31,5184.57,Received,2026-02-20,2026-02-20,Supplier SKU: CON-1553,system,2026-02-11
330,109,PO-2026-0109,1562,PowerBurner Camping Stove,Camping,5,4.0,135.02,675.1,Backordered,2026-02-20,2026-02-20,Supplier SKU: CON-1562,system,2026-02-11
331,109,PO-2026-0109,1512,SkyView 2-Person Tent,Camping,41,41.0,216.49,8876.09,Received,2026-02-20,2026-02-20,Supplier SKU: CON-1512,system,2026-02-11
332,110,PO-2026-0110,3081,All-Temp Ski Wax Kit,Ski,2,2.0,65.83,131.66,Received,2026-03-23,2026-03-26,Supplier SKU: FAB-3081,system,2026-03-11
333,111,PO-2026-0111,1563,CompactCook Camping Stove,Camping,2,2.0,63.24,126.48,Received,2026-04-27,2026-04-30,Supplier SKU: WOR-1563,system,2026-04-02
334,111,PO-2026-0111,3091,Freestyle Snowboard - 155cm,Ski,173,173.0,449.2,77711.6,Received,2026-04-27,2026-04-30,Supplier SKU: WOR-3091,system,2026-04-02
335,111,PO-2026-0111,2121,Bamboo Cutting Board Set,Kitchen,4,4.0,37.42,149.68,Received,2026-04-27,2026-04-30,Supplier SKU: WOR-2121,system,2026-04-02
336,111,PO-2026-0111,1562,PowerBurner Camping Stove,Camping,26,26.0,136.07,3537.82,Received,2026-04-27,2026-04-30,Supplier SKU: WOR-1562,system,2026-04-02
337,111,PO-2026-0111,2111,High-Speed Blender,Kitchen,14,14.0,164.8,2307.2,Received,2026-04-27,2026-04-30,Supplier SKU: WOR-2111,system,2026-04-02
338,112,PO-2026-0112,1523,TrailLite Daypack,Camping,18,,52.89,952.02,Shipped,2026-05-03,,Supplier SKU: CON-1523,system,2026-04-20
339,112,PO-2026-0112,1572,MountainDream Sleeping Bag,Camping,108,,223.02,24086.16,Shipped,2026-05-03,,Supplier SKU: CON-1572,system,2026-04-20
340,113,PO-2026-0113,3091,Freestyle Snowboard - 155cm,Ski,148,148.0,449.2,66481.6,Received,2026-03-07,2026-03-10,Supplier SKU: WOR-3091,system,2026-02-15
341,113,PO-2026-0113,3071,Ski Boot Bag - Premium,Ski,18,15.0,50.13,902.34,Backordered,2026-03-07,2026-03-10,Supplier SKU: WOR-3071,system,2026-02-15
342,114,PO-2026-0114,3011,Alpine Pro Racing Skis - 170cm,Ski,2,2.0,1047.55,2095.1,Received,2026-04-13,2026-04-14,Supplier SKU: WOR-3011,system,2026-03-24
343,115,PO-2026-0115,3021,Nordic Classic XC Skis - 185cm,Ski,85,85.0,233.79,19872.15,Received,2026-03-24,2026-03-27,Supplier SKU: ALP-3021,system,2026-03-09
344,115,PO-2026-0115,3082,Edge Tuning Tool Set,Ski,45,45.0,85.34,3840.3,Received,2026-03-24,2026-03-27,Supplier SKU: ALP-3082,system,2026-03-09
345,115,PO-2026-0115,3071,Ski Boot Bag - Premium,Ski,70,70.0,42.02,2941.4,Received,2026-03-24,2026-03-27,Supplier SKU: ALP-3071,system,2026-03-09
346,115,PO-2026-0115,3103,Snowboard Bindings - Pro,Ski,161,161.0,233.22,37548.42,Received,2026-03-24,2026-03-27,Supplier SKU: ALP-3103,system,2026-03-09
