TransactionID,ProductID,ProductName,ProductCategory,WarehouseLocation,TransactionType,TransactionDate,Quantity,UnitCost,TotalValue,ReferenceNumber,ReasonCode,StockBefore,StockAfter,ProcessedBy,Notes,CreatedBy,CreatedDate
2153,3102,Winter Hiking Boots - Waterproof,Ski,Backup,Sale,2026-04-29,-19,173.42,-3294.98,SO-56835,Customer Sale,36,17,warehouse2,Transaction processed for Backup location,system,2026-04-29
2154,2081,Food Storage Set,Kitchen,Main,Receipt,2025-10-09,192,27.31,5242.87,PO-5538,Purchase Order Receipt,130,322,warehouse1,Transaction processed for Main location,system,2025-10-09
2155,1533,RainGuard Hiking Jacket,Camping,Main,Sale,2025-08-08,-12,116.73,-1400.76,SO-13363,Customer Sale,22,10,warehouse2,Transaction processed for Main location,system,2025-08-08
2156,3104,Ski Tuning Bench - Portable,Ski,Backup,Receipt,2025-11-21,27,152.58,4119.74,PO-6088,Purchase Order Receipt,2,29,warehouse2,Transaction processed for Backup location,system,2025-11-21
2157,3104,Ski Tuning Bench - Portable,Ski,Backup,Transfer,2025-11-14,-8,145.52,-1164.16,TRF-1403,Warehouse Transfer,21,13,system,Transaction processed for Backup location,system,2025-11-14
2158,1521,Adventurer Pro Backpack,Camping,Main,Transfer,2025-09-28,-13,151.56,-1970.28,TRF-7175,Warehouse Transfer,108,95,warehouse2,Transaction processed for Main location,system,2025-09-28
2159,1523,TrailLite Daypack,Camping,Main,Receipt,2025-10-29,105,52.22,5483.34,PO-1624,Purchase Order Receipt,6,111,warehouse1,Transaction processed for Main location,system,2025-10-29
2160,3103,Snowboard Bindings - Pro,Ski,Main,Receipt,2026-04-30,192,220.82,42396.71,PO-7675,Purchase Order Receipt,28,220,system,Transaction processed for Main location,system,2026-04-30
2161,1553,Adventure Dining Table,Camping,Regional,Transfer,2025-07-19,-37,112.72,-4170.64,TRF-3068,Warehouse Transfer,93,56,warehouse2,Transaction processed for Regional location,system,2025-07-19
2162,2081,Food Storage Set,Kitchen,Main,Adjustment,2025-08-28,-12,27.66,-331.92,ADJ-2162,System Correction,109,97,system,Transaction processed for Main location,system,2025-08-28
2163,3081,All-Temp Ski Wax Kit,Ski,Regional,Adjustment,2025-07-08,-17,56.17,-954.89,ADJ-2163,Physical Count,183,166,system,Transaction processed for Regional location,system,2025-07-08
2164,1581,LED Headlamp - Rechargeable,Camping,Main,Adjustment,2026-02-01,-11,58.54,-643.94,ADJ-2164,System Correction,70,59,system,Transaction processed for Main location,system,2026-02-01
2165,3013,Beginner's Choice Alpine Skis - 160cm,Ski,Backup,Sale,2026-04-08,-13,352.91,-4587.83,SO-37552,Customer Sale,81,68,warehouse2,Transaction processed for Backup location,system,2026-04-08
2166,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Main,Transfer,2026-01-02,-24,662.59,-15902.16,TRF-5763,Warehouse Transfer,18,-6,warehouse2,Transaction processed for Main location,system,2026-01-02
2167,3104,Ski Tuning Bench - Portable,Ski,Backup,Receipt,2025-08-26,189,146.81,27746.33,PO-9841,Purchase Order Receipt,47,236,warehouse1,Transaction processed for Backup location,system,2025-08-26
2168,1551,BaseCamp Folding Table,Camping,Backup,Sale,2026-04-25,-18,70.32,-1265.76,SO-47992,Customer Sale,115,97,warehouse1,Transaction processed for Backup location,system,2026-04-25
2169,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Main,Adjustment,2026-04-21,-9,662.59,-5963.31,ADJ-2169,Cycle Count,48,39,system,Transaction processed for Main location,system,2026-04-21
2170,1533,RainGuard Hiking Jacket,Camping,Main,Receipt,2026-01-06,153,117.2,17931.53,PO-5827,Purchase Order Receipt,38,191,system,Transaction processed for Main location,system,2026-01-06
2171,3011,Alpine Pro Racing Skis - 170cm,Ski,Backup,Sale,2025-09-12,-21,917.54,-19268.34,SO-61987,Customer Sale,88,67,warehouse1,Transaction processed for Backup location,system,2025-09-12
2172,2112,4-Slice Toaster,Kitchen,Main,Damage,2025-07-10,-1,69.39,-69.39,DMG-2172,Warehouse Damage,210,209,system,Transaction processed for Main location,system,2025-07-10
2173,1562,PowerBurner Camping Stove,Camping,Main,Sale,2025-09-19,-28,137.5,-3850.0,SO-84960,Customer Sale,43,15,system,Transaction processed for Main location,system,2025-09-19
2174,2112,4-Slice Toaster,Kitchen,Main,Receipt,2026-01-18,144,70.86,10203.84,PO-1866,Purchase Order Receipt,194,338,warehouse1,Transaction processed for Main location,system,2026-01-18
2175,2091,Spatula,Kitchen,Main,Sale,2025-08-14,-27,9.76,-263.52,SO-94461,Customer Sale,151,124,warehouse1,Transaction processed for Main location,system,2025-08-14
2176,3053,Waterproof Ski Pants,Ski,Main,Sale,2025-11-03,-46,166.37,-7653.02,SO-99732,Customer Sale,69,23,warehouse1,Transaction processed for Main location,system,2025-11-03
2177,2081,Food Storage Set,Kitchen,Main,Sale,2025-11-20,-41,27.66,-1134.06,SO-12673,Customer Sale,10,-31,warehouse2,Transaction processed for Main location,system,2025-11-20
2178,2112,4-Slice Toaster,Kitchen,Backup,Sale,2025-08-08,-26,69.39,-1804.14,SO-57050,Customer Sale,115,89,warehouse1,Transaction processed for Backup location,system,2025-08-08
2179,1543,TrekStar Hiking Sandals,Camping,Main,Sale,2025-08-05,-23,69.04,-1587.92,SO-30511,Customer Sale,40,17,warehouse1,Transaction processed for Main location,system,2025-08-05
2180,1543,TrekStar Hiking Sandals,Camping,Main,Sale,2026-04-04,-18,69.04,-1242.72,SO-96121,Customer Sale,6,-12,warehouse2,Transaction processed for Main location,system,2026-04-04
2181,2021,Chef Knife,Kitchen,Main,Sale,2025-07-26,-19,54.35,-1032.65,SO-20127,Customer Sale,109,90,system,Transaction processed for Main location,system,2025-07-26
2182,3052,Thermal Base Layer Set - Women's,Ski,Regional,Transfer,2025-08-25,-36,110.67,-3984.12,TRF-4454,Warehouse Transfer,174,138,system,Transaction processed for Regional location,system,2025-08-25
2183,3101,Winter Boots - Insulated,Ski,Backup,Transfer,2026-03-01,-37,97.44,-3605.28,TRF-7155,Warehouse Transfer,91,54,warehouse1,Transaction processed for Backup location,system,2026-03-01
2184,1552,TrekMaster Camping Chair,Camping,Main,Receipt,2025-12-13,164,55.07,9031.98,PO-5733,Purchase Order Receipt,45,209,warehouse2,Transaction processed for Main location,system,2025-12-13
2185,3104,Ski Tuning Bench - Portable,Ski,Backup,Receipt,2025-09-09,61,152.1,9277.96,PO-1229,Purchase Order Receipt,62,123,warehouse2,Transaction processed for Backup location,system,2025-09-09
2186,1561,EcoFire Camping Stove,Camping,Backup,Damage,2025-12-30,-7,75.11,-525.77,DMG-2186,Shipping Damage,7,0,system,Transaction processed for Backup location,system,2025-12-30
2187,1563,CompactCook Camping Stove,Camping,Backup,Receipt,2025-10-11,143,76.37,10920.24,PO-8820,Purchase Order Receipt,45,188,system,Transaction processed for Backup location,system,2025-10-11
2188,1511,Alpine Explorer Tent,Camping,Backup,Sale,2026-02-02,-35,327.59,-11465.65,SO-13003,Customer Sale,58,23,system,Transaction processed for Backup location,system,2026-02-02
2189,1542,TrailWalker Hiking Shoes,Camping,Main,Sale,2025-12-05,-12,92.66,-1111.92,SO-22488,Customer Sale,12,0,system,Transaction processed for Main location,system,2025-12-05
2190,3041,Carbon Fiber Racing Poles - 120cm,Ski,Main,Sale,2025-07-26,-45,122.21,-5499.45,SO-45735,Customer Sale,4,-41,system,Transaction processed for Main location,system,2025-07-26
2191,1522,SummitClimber Backpack,Camping,Regional,Receipt,2025-10-01,98,150.36,14735.2,PO-6184,Purchase Order Receipt,80,178,system,Transaction processed for Regional location,system,2025-10-01
2192,1562,PowerBurner Camping Stove,Camping,Backup,Sale,2025-08-31,-48,137.5,-6600.0,SO-96768,Customer Sale,0,-48,warehouse1,Transaction processed for Backup location,system,2025-08-31
2193,2031,Coffee Mug,Kitchen,Main,Receipt,2026-01-22,92,21.35,1964.4,PO-1583,Purchase Order Receipt,75,167,warehouse1,Transaction processed for Main location,system,2026-01-22
2194,1552,TrekMaster Camping Chair,Camping,Main,Sale,2026-04-20,-6,54.16,-324.96,SO-47942,Customer Sale,57,51,warehouse2,Transaction processed for Main location,system,2026-04-20
2195,1562,PowerBurner Camping Stove,Camping,Backup,Transfer,2025-07-16,-44,137.5,-6050.0,TRF-6150,Warehouse Transfer,67,23,system,Transaction processed for Backup location,system,2025-07-16
2196,3051,Insulated Ski Jacket - Men's,Ski,Main,Damage,2026-03-26,-9,235.56,-2120.04,DMG-2196,Quality Issue,170,161,warehouse2,Transaction processed for Main location,system,2026-03-26
2197,1523,TrailLite Daypack,Camping,Backup,Sale,2025-07-14,-24,53.51,-1284.24,SO-77983,Customer Sale,16,-8,warehouse2,Transaction processed for Backup location,system,2025-07-14
2198,3013,Beginner's Choice Alpine Skis - 160cm,Ski,Backup,Receipt,2025-07-12,189,366.02,69178.65,PO-1008,Purchase Order Receipt,118,307,warehouse1,Transaction processed for Backup location,system,2025-07-12
2199,1511,Alpine Explorer Tent,Camping,Backup,Transfer,2026-02-14,-18,327.59,-5896.62,TRF-4755,Warehouse Transfer,114,96,system,Transaction processed for Backup location,system,2026-02-14
2200,1562,PowerBurner Camping Stove,Camping,Main,Sale,2025-12-31,-27,137.5,-3712.5,SO-39835,Customer Sale,35,8,system,Transaction processed for Main location,system,2025-12-31
2201,1581,LED Headlamp - Rechargeable,Camping,Main,Sale,2026-01-04,-47,58.54,-2751.38,SO-25160,Customer Sale,195,148,system,Transaction processed for Main location,system,2026-01-04
2202,1512,SkyView 2-Person Tent,Camping,Main,Return,2026-03-08,4,201.17,804.67,RET-64304,Customer Return,114,118,system,Transaction processed for Main location,system,2026-03-08
2203,3081,All-Temp Ski Wax Kit,Ski,Regional,Sale,2026-04-22,-37,56.17,-2078.29,SO-47201,Customer Sale,160,123,warehouse2,Transaction processed for Regional location,system,2026-04-22
2204,3052,Thermal Base Layer Set - Women's,Ski,Regional,Sale,2025-09-09,-22,110.67,-2434.74,SO-42642,Customer Sale,16,-6,warehouse2,Transaction processed for Regional location,system,2025-09-09
2205,2111,High-Speed Blender,Kitchen,Main,Transfer,2025-11-14,-22,147.2,-3238.4,TRF-3766,Warehouse Transfer,116,94,warehouse1,Transaction processed for Main location,system,2025-11-14
2206,3103,Snowboard Bindings - Pro,Ski,Main,Receipt,2025-09-16,14,233.74,3272.43,PO-8537,Purchase Order Receipt,73,87,warehouse2,Transaction processed for Main location,system,2025-09-16
2207,3053,Waterproof Ski Pants,Ski,Main,Adjustment,2025-10-25,3,166.37,499.11,ADJ-2207,Cycle Count,188,191,warehouse2,Transaction processed for Main location,system,2025-10-25
2208,2021,Chef Knife,Kitchen,Main,Adjustment,2025-09-17,17,54.35,923.95,ADJ-2208,Cycle Count,64,81,warehouse1,Transaction processed for Main location,system,2025-09-17
2209,1552,TrekMaster Camping Chair,Camping,Main,Damage,2026-02-11,-6,54.16,-324.96,DMG-2209,Shipping Damage,187,181,warehouse2,Transaction processed for Main location,system,2026-02-11
2210,3104,Ski Tuning Bench - Portable,Ski,Backup,Sale,2026-04-03,-26,145.52,-3783.52,SO-27629,Customer Sale,12,-14,system,Transaction processed for Backup location,system,2026-04-03
2211,3071,Ski Boot Bag - Premium,Ski,Main,Receipt,2025-09-23,186,40.93,7612.25,PO-6194,Purchase Order Receipt,267,453,warehouse1,Transaction processed for Main location,system,2025-09-23
2212,3081,All-Temp Ski Wax Kit,Ski,Backup,Transfer,2025-08-31,-11,56.17,-617.87,TRF-1219,Warehouse Transfer,20,9,warehouse1,Transaction processed for Backup location,system,2025-08-31
2213,1562,PowerBurner Camping Stove,Camping,Main,Sale,2025-12-09,-34,137.5,-4675.0,SO-94937,Customer Sale,31,-3,system,Transaction processed for Main location,system,2025-12-09
2214,3041,Carbon Fiber Racing Poles - 120cm,Ski,Main,Adjustment,2025-12-19,4,122.21,488.84,ADJ-2214,Physical Count,117,121,system,Transaction processed for Main location,system,2025-12-19
2215,1512,SkyView 2-Person Tent,Camping,Main,Adjustment,2025-07-13,-10,251.46,-2514.6,ADJ-2215,System Correction,42,32,warehouse1,Transaction processed for Main location,system,2025-07-13
2216,3061,Professional Ski Helmet,Ski,Main,Receipt,2026-01-04,132,145.03,19143.43,PO-4572,Purchase Order Receipt,140,272,system,Transaction processed for Main location,system,2026-01-04
2217,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Main,Sale,2025-07-25,-38,662.59,-25178.42,SO-10253,Customer Sale,46,8,warehouse1,Transaction processed for Main location,system,2025-07-25
2218,1551,BaseCamp Folding Table,Camping,Backup,Sale,2025-08-28,-31,70.32,-2179.92,SO-75603,Customer Sale,59,28,warehouse2,Transaction processed for Backup location,system,2025-08-28
2219,2091,Spatula,Kitchen,Main,Transfer,2026-01-06,-47,9.76,-458.72,TRF-3230,Warehouse Transfer,0,-47,warehouse1,Transaction processed for Main location,system,2026-01-06
2220,2111,High-Speed Blender,Kitchen,Main,Sale,2026-02-16,-9,147.2,-1324.8,SO-32125,Customer Sale,157,148,warehouse1,Transaction processed for Main location,system,2026-02-16
2221,3031,Pro Flex Racing Ski Boots,Ski,Main,Transfer,2025-07-25,-7,497.38,-3481.66,TRF-5616,Warehouse Transfer,101,94,warehouse1,Transaction processed for Main location,system,2025-07-25
2222,1553,Adventure Dining Table,Camping,Regional,Sale,2025-08-02,-32,112.72,-3607.04,SO-74652,Customer Sale,83,51,warehouse2,Transaction processed for Regional location,system,2025-08-02
2223,1561,EcoFire Camping Stove,Camping,Main,Sale,2026-01-06,-26,75.11,-1952.86,SO-80821,Customer Sale,59,33,warehouse1,Transaction processed for Main location,system,2026-01-06
2224,2022,Fork Set,Kitchen,Main,Transfer,2026-02-28,-41,30.45,-1248.45,TRF-2703,Warehouse Transfer,71,30,warehouse1,Transaction processed for Main location,system,2026-02-28
2225,3101,Winter Boots - Insulated,Ski,Backup,Receipt,2026-04-23,117,92.91,10870.4,PO-6497,Purchase Order Receipt,42,159,warehouse2,Transaction processed for Backup location,system,2026-04-23
2226,1522,SummitClimber Backpack,Camping,Regional,Sale,2025-07-18,-22,145.39,-3198.58,SO-38859,Customer Sale,91,69,system,Transaction processed for Regional location,system,2025-07-18
2227,1563,CompactCook Camping Stove,Camping,Backup,Sale,2026-04-10,-41,74.56,-3056.96,SO-83148,Customer Sale,135,94,warehouse2,Transaction processed for Backup location,system,2026-04-10
2228,1511,Alpine Explorer Tent,Camping,Backup,Sale,2026-02-28,-40,327.59,-13103.6,SO-85625,Customer Sale,131,91,warehouse2,Transaction processed for Backup location,system,2026-02-28
2229,1581,LED Headlamp - Rechargeable,Camping,Main,Adjustment,2026-02-11,8,58.54,468.32,ADJ-2229,Cycle Count,207,215,warehouse1,Transaction processed for Main location,system,2026-02-11
2230,1521,Adventurer Pro Backpack,Camping,Main,Sale,2025-12-26,-2,151.56,-303.12,SO-29465,Customer Sale,69,67,warehouse1,Transaction processed for Main location,system,2025-12-26
2231,3051,Insulated Ski Jacket - Men's,Ski,Main,Adjustment,2026-02-18,5,235.56,1177.8,ADJ-2231,Physical Count,108,113,warehouse1,Transaction processed for Main location,system,2026-02-18
2232,2051,Ice Cream Bowl,Kitchen,Main,Damage,2025-07-15,-9,18.17,-163.53,DMG-2232,Quality Issue,36,27,warehouse2,Transaction processed for Main location,system,2025-07-15
2233,1571,CozyNights Sleeping Bag,Camping,Main,Receipt,2026-02-22,17,115.26,1959.41,PO-3151,Purchase Order Receipt,122,139,system,Transaction processed for Main location,system,2026-02-22
2234,1523,TrailLite Daypack,Camping,Main,Sale,2025-10-18,-49,53.51,-2621.99,SO-81685,Customer Sale,5,-44,system,Transaction processed for Main location,system,2025-10-18
2235,3092,All-Mountain Snowboard - 158cm,Ski,Main,Receipt,2025-12-02,55,634.2,34880.97,PO-7529,Purchase Order Receipt,57,112,system,Transaction processed for Main location,system,2025-12-02
2236,1542,TrailWalker Hiking Shoes,Camping,Backup,Transfer,2025-10-29,-33,92.66,-3057.78,TRF-9189,Warehouse Transfer,12,-21,warehouse2,Transaction processed for Backup location,system,2025-10-29
2237,1541,TrekReady Hiking Boots,Camping,Main,Sale,2026-02-06,-14,121.2,-1696.8,SO-91736,Customer Sale,142,128,warehouse2,Transaction processed for Main location,system,2026-02-06
2238,3021,Nordic Classic XC Skis - 185cm,Ski,Main,Receipt,2025-09-21,39,263.16,10263.14,PO-9744,Purchase Order Receipt,123,162,system,Transaction processed for Main location,system,2025-09-21
2239,3011,Alpine Pro Racing Skis - 170cm,Ski,Backup,Receipt,2025-08-30,24,875.77,21018.49,PO-6454,Purchase Order Receipt,78,102,system,Transaction processed for Backup location,system,2025-08-30
2240,1561,EcoFire Camping Stove,Camping,Backup,Sale,2025-11-11,-20,75.11,-1502.2,SO-43145,Customer Sale,33,13,warehouse1,Transaction processed for Backup location,system,2025-11-11
2241,1553,Adventure Dining Table,Camping,Regional,Sale,2025-11-18,-26,112.72,-2930.72,SO-36723,Customer Sale,242,216,system,Transaction processed for Regional location,system,2025-11-18
2242,2012,Espresso Machine,Kitchen,Backup,Adjustment,2026-01-25,2,315.48,630.96,ADJ-2242,System Correction,86,88,system,Transaction processed for Backup location,system,2026-01-25
2243,2011,Coffee Maker,Kitchen,Main,Adjustment,2025-11-25,-5,127.27,-636.35,ADJ-2243,System Correction,273,268,warehouse1,Transaction processed for Main location,system,2025-11-25
2244,2061,Mixing Bowl,Kitchen,Main,Receipt,2025-08-05,86,26.34,2265.53,PO-2355,Purchase Order Receipt,104,190,warehouse2,Transaction processed for Main location,system,2025-08-05
2245,2012,Espresso Machine,Kitchen,Backup,Receipt,2025-10-02,54,321.69,17371.06,PO-8122,Purchase Order Receipt,0,54,system,Transaction processed for Backup location,system,2025-10-02
2246,3081,All-Temp Ski Wax Kit,Ski,Backup,Sale,2025-12-22,-22,56.17,-1235.74,SO-86441,Customer Sale,95,73,warehouse2,Transaction processed for Backup location,system,2025-12-22
2247,3081,All-Temp Ski Wax Kit,Ski,Backup,Adjustment,2025-07-01,3,56.17,168.51,ADJ-2247,Physical Count,129,132,system,Transaction processed for Backup location,system,2025-07-01
2248,3071,Ski Boot Bag - Premium,Ski,Main,Transfer,2025-12-10,-30,40.38,-1211.4,TRF-5895,Warehouse Transfer,189,159,warehouse2,Transaction processed for Main location,system,2025-12-10
2249,2091,Spatula,Kitchen,Backup,Receipt,2025-10-28,58,9.78,567.34,PO-3066,Purchase Order Receipt,26,84,warehouse1,Transaction processed for Backup location,system,2025-10-28
2250,1553,Adventure Dining Table,Camping,Regional,Damage,2026-01-10,-8,112.72,-901.76,DMG-2250,Warehouse Damage,198,190,warehouse1,Transaction processed for Regional location,system,2026-01-10
2251,2101,Measuring Cup Set,Kitchen,Main,Sale,2025-08-23,-27,13.33,-359.91,SO-39437,Customer Sale,109,82,warehouse2,Transaction processed for Main location,system,2025-08-23
2252,1533,RainGuard Hiking Jacket,Camping,Main,Receipt,2025-09-03,196,112.74,22097.37,PO-5009,Purchase Order Receipt,126,322,warehouse2,Transaction processed for Main location,system,2025-09-03
2253,1512,SkyView 2-Person Tent,Camping,Main,Damage,2025-08-21,-8,251.46,-2011.68,DMG-2253,Warehouse Damage,62,54,warehouse2,Transaction processed for Main location,system,2025-08-21
2254,1522,SummitClimber Backpack,Camping,Backup,Sale,2025-10-19,-20,145.39,-2907.8,SO-59319,Customer Sale,49,29,warehouse2,Transaction processed for Backup location,system,2025-10-19
2255,1562,PowerBurner Camping Stove,Camping,Main,Receipt,2025-11-10,56,142.78,7995.83,PO-1712,Purchase Order Receipt,48,104,system,Transaction processed for Main location,system,2025-11-10
2256,3072,Hand Warmers - 10 Pack,Ski,Backup,Sale,2025-08-08,-21,9.0,-189.0,SO-49860,Customer Sale,49,28,warehouse2,Transaction processed for Backup location,system,2025-08-08
2257,3101,Winter Boots - Insulated,Ski,Backup,Damage,2025-09-18,-4,97.44,-389.76,DMG-2257,Warehouse Damage,113,109,system,Transaction processed for Backup location,system,2025-09-18
2258,1552,TrekMaster Camping Chair,Camping,Main,Return,2026-03-25,1,43.33,43.33,RET-59174,Customer Return,166,167,system,Transaction processed for Main location,system,2026-03-25
2259,3042,Aluminum All-Mountain Poles - 115cm,Ski,Backup,Sale,2026-01-05,-32,61.48,-1967.36,SO-96652,Customer Sale,2,-30,system,Transaction processed for Backup location,system,2026-01-05
2260,1572,MountainDream Sleeping Bag,Camping,Main,Sale,2025-11-19,-20,205.16,-4103.2,SO-84906,Customer Sale,41,21,system,Transaction processed for Main location,system,2025-11-19
2261,1522,SummitClimber Backpack,Camping,Backup,Sale,2026-03-11,-7,145.39,-1017.73,SO-50064,Customer Sale,24,17,warehouse1,Transaction processed for Backup location,system,2026-03-11
2262,3053,Waterproof Ski Pants,Ski,Main,Sale,2025-11-29,-5,166.37,-831.85,SO-50277,Customer Sale,130,125,warehouse2,Transaction processed for Main location,system,2025-11-29
2263,1532,TrailBlaze Hiking Pants,Camping,Backup,Sale,2025-10-06,-23,67.5,-1552.5,SO-94047,Customer Sale,10,-13,warehouse2,Transaction processed for Backup location,system,2025-10-06
2264,3071,Ski Boot Bag - Premium,Ski,Main,Sale,2025-12-02,-32,40.38,-1292.16,SO-29035,Customer Sale,272,240,warehouse1,Transaction processed for Main location,system,2025-12-02
2265,3022,Backcountry Explorer XC Skis - 190cm,Ski,Backup,Sale,2025-10-03,-22,347.02,-7634.44,SO-51911,Customer Sale,132,110,warehouse2,Transaction processed for Backup location,system,2025-10-03
2266,3033,Women's Performance Ski Boots,Ski,Main,Receipt,2025-11-24,70,422.69,29588.61,PO-1657,Purchase Order Receipt,72,142,system,Transaction processed for Main location,system,2025-11-24
2267,3052,Thermal Base Layer Set - Women's,Ski,Regional,Sale,2025-11-21,-12,110.67,-1328.04,SO-99563,Customer Sale,72,60,warehouse2,Transaction processed for Regional location,system,2025-11-21
2268,1581,LED Headlamp - Rechargeable,Camping,Main,Sale,2025-07-03,-4,58.54,-234.16,SO-11726,Customer Sale,110,106,warehouse2,Transaction processed for Main location,system,2025-07-03
2269,2011,Coffee Maker,Kitchen,Main,Transfer,2025-08-11,-7,127.27,-890.89,TRF-5863,Warehouse Transfer,160,153,warehouse2,Transaction processed for Main location,system,2025-08-11
2270,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Main,Transfer,2026-04-18,-45,662.59,-29816.55,TRF-4655,Warehouse Transfer,48,3,system,Transaction processed for Main location,system,2026-04-18
2271,3092,All-Mountain Snowboard - 158cm,Ski,Main,Damage,2025-11-27,-5,622.36,-3111.8,DMG-2271,Warehouse Damage,89,84,warehouse2,Transaction processed for Main location,system,2025-11-27
2272,1561,EcoFire Camping Stove,Camping,Main,Transfer,2026-04-13,-23,75.11,-1727.53,TRF-1734,Warehouse Transfer,22,-1,warehouse2,Transaction processed for Main location,system,2026-04-13
2273,1553,Adventure Dining Table,Camping,Regional,Adjustment,2026-04-28,-10,112.72,-1127.2,ADJ-2273,Physical Count,210,200,warehouse1,Transaction processed for Regional location,system,2026-04-28
2274,1531,Summit Breeze Jacket,Camping,Regional,Receipt,2026-01-29,80,110.85,8867.82,PO-9591,Purchase Order Receipt,6,86,warehouse1,Transaction processed for Regional location,system,2026-01-29
2275,3051,Insulated Ski Jacket - Men's,Ski,Main,Receipt,2025-09-16,71,239.43,16999.86,PO-1941,Purchase Order Receipt,68,139,warehouse2,Transaction processed for Main location,system,2025-09-16
2276,3041,Carbon Fiber Racing Poles - 120cm,Ski,Main,Transfer,2025-12-13,-13,122.21,-1588.73,TRF-8429,Warehouse Transfer,51,38,warehouse2,Transaction processed for Main location,system,2025-12-13
2277,2012,Espresso Machine,Kitchen,Backup,Transfer,2026-03-15,-35,315.48,-11041.8,TRF-9789,Warehouse Transfer,50,15,warehouse1,Transaction processed for Backup location,system,2026-03-15
2278,3072,Hand Warmers - 10 Pack,Ski,Backup,Return,2026-03-04,1,7.2,7.2,RET-35468,Customer Return,70,71,warehouse2,Transaction processed for Backup location,system,2026-03-04
2279,1563,CompactCook Camping Stove,Camping,Backup,Adjustment,2026-02-03,-6,74.56,-447.36,ADJ-2279,Physical Count,17,11,warehouse2,Transaction processed for Backup location,system,2026-02-03
2280,1532,TrailBlaze Hiking Pants,Camping,Main,Receipt,2026-02-17,172,64.41,11079.29,PO-8466,Purchase Order Receipt,45,217,warehouse2,Transaction processed for Main location,system,2026-02-17
2281,3033,Women's Performance Ski Boots,Ski,Main,Sale,2025-11-09,-17,438.44,-7453.48,SO-72699,Customer Sale,27,10,warehouse2,Transaction processed for Main location,system,2025-11-09
2282,1572,MountainDream Sleeping Bag,Camping,Main,Receipt,2025-12-05,197,206.84,40748.16,PO-3245,Purchase Order Receipt,75,272,system,Transaction processed for Main location,system,2025-12-05
2283,2012,Espresso Machine,Kitchen,Main,Sale,2026-03-01,-24,315.48,-7571.52,SO-63152,Customer Sale,73,49,warehouse1,Transaction processed for Main location,system,2026-03-01
2284,3053,Waterproof Ski Pants,Ski,Main,Sale,2025-09-10,-36,166.37,-5989.32,SO-88865,Customer Sale,179,143,warehouse1,Transaction processed for Main location,system,2025-09-10
2285,1531,Summit Breeze Jacket,Camping,Regional,Receipt,2025-08-06,95,111.3,10573.8,PO-6549,Purchase Order Receipt,31,126,warehouse2,Transaction processed for Regional location,system,2025-08-06
2286,3071,Ski Boot Bag - Premium,Ski,Main,Sale,2026-01-11,-29,40.38,-1171.02,SO-28212,Customer Sale,161,132,warehouse1,Transaction processed for Main location,system,2026-01-11
2287,3033,Women's Performance Ski Boots,Ski,Main,Sale,2025-09-02,-45,438.44,-19729.8,SO-11257,Customer Sale,53,8,warehouse2,Transaction processed for Main location,system,2025-09-02
2288,3041,Carbon Fiber Racing Poles - 120cm,Ski,Main,Receipt,2025-11-10,141,116.7,16454.39,PO-3040,Purchase Order Receipt,29,170,warehouse2,Transaction processed for Main location,system,2025-11-10
2289,3032,Comfort Fit Recreational Boots,Ski,Backup,Sale,2025-07-10,-29,252.31,-7316.99,SO-80933,Customer Sale,31,2,warehouse2,Transaction processed for Backup location,system,2025-07-10
2290,1533,RainGuard Hiking Jacket,Camping,Main,Sale,2026-01-18,-15,116.73,-1750.95,SO-52415,Customer Sale,53,38,warehouse1,Transaction processed for Main location,system,2026-01-18
2291,3052,Thermal Base Layer Set - Women's,Ski,Regional,Damage,2025-11-17,-3,110.67,-332.01,DMG-2291,Quality Issue,187,184,warehouse1,Transaction processed for Regional location,system,2025-11-17
2292,2071,Baking Pan,Kitchen,Main,Receipt,2025-11-15,111,17.2,1909.61,PO-1051,Purchase Order Receipt,44,155,warehouse1,Transaction processed for Main location,system,2025-11-15
2293,1532,TrailBlaze Hiking Pants,Camping,Backup,Receipt,2026-01-26,112,68.75,7699.92,PO-5101,Purchase Order Receipt,46,158,warehouse2,Transaction processed for Backup location,system,2026-01-26
2294,1552,TrekMaster Camping Chair,Camping,Main,Transfer,2025-08-22,-7,54.16,-379.12,TRF-8143,Warehouse Transfer,80,73,system,Transaction processed for Main location,system,2025-08-22
2295,2012,Espresso Machine,Kitchen,Main,Sale,2026-04-14,-20,315.48,-6309.6,SO-26108,Customer Sale,66,46,warehouse1,Transaction processed for Main location,system,2026-04-14
2296,3042,Aluminum All-Mountain Poles - 115cm,Ski,Main,Sale,2025-07-02,-37,61.48,-2274.76,SO-63794,Customer Sale,110,73,warehouse1,Transaction processed for Main location,system,2025-07-02
2297,2022,Fork Set,Kitchen,Main,Adjustment,2026-01-24,-12,30.45,-365.4,ADJ-2297,Cycle Count,0,-12,system,Transaction processed for Main location,system,2026-01-24
2298,3032,Comfort Fit Recreational Boots,Ski,Backup,Receipt,2026-04-30,77,260.92,20091.06,PO-9841,Purchase Order Receipt,103,180,system,Transaction processed for Backup location,system,2026-04-30
