TransactionID,ProductID,ProductName,WarehouseID,TransactionType,TransactionDate,Quantity,UnitCost,TotalValue,ReferenceNumber,ReasonCode,StockBefore,StockAfter,ProcessedBy,Notes,CreatedBy,CreatedDate
2247,2091,Spatula,WH_100,Damage,2026-01-12,-7,7.38,51.66,DMG-2247,Warehouse Damage,574,567,System,Transaction processed for WH_100 location,system,2026-01-12
2248,3013,Beginner's Choice Alpine Skis - 160cm,WH_100,Receipt,2026-02-24,37,298.86,11057.98,PO-4777,Purchase Order Receipt,37,74,System,Transaction processed for WH_100 location,system,2026-02-24
2249,3091,Freestyle Snowboard - 155cm,WH_200,Sale,2026-02-16,-5,414.73,2073.65,SO-26772,Customer Sale,29,24,System,Transaction processed for WH_200 location,system,2026-02-16
2250,3022,Backcountry Explorer XC Skis - 190cm,WH_200,Adjustment,2025-10-02,-5,372.58,1862.9,ADJ-2250,Cycle Count,118,113,System,Transaction processed for WH_200 location,system,2025-10-02
2251,3102,Winter Hiking Boots - Waterproof,WH_100,Adjustment,2025-12-06,0,134.96,0.0,ADJ-2251,Cycle Count,56,56,System,Transaction processed for WH_100 location,system,2025-12-06
2252,2111,High-Speed Blender,WH_200,Receipt,2025-08-24,56,133.99,7503.34,PO-9582,Purchase Order Receipt,87,143,System,Transaction processed for WH_200 location,system,2025-08-24
2253,3041,Carbon Fiber Racing Poles - 120cm,WH_200,Adjustment,2026-03-21,-6,114.35,686.1,ADJ-2253,Cycle Count,118,112,System,Transaction processed for WH_200 location,system,2026-03-21
2254,1542,TrailWalker Hiking Shoes,WH_200,Sale,2026-03-11,-19,83.67,1589.73,SO-90493,Customer Sale,118,99,System,Transaction processed for WH_200 location,system,2026-03-11
2255,3012,Mountain Master All-Terrain Skis - 165cm,WH_100,Receipt,2026-01-21,18,585.26,10534.75,PO-2325,Purchase Order Receipt,57,75,System,Transaction processed for WH_100 location,system,2026-01-21
2256,2112,4-Slice Toaster,WH_200,Sale,2025-09-03,-19,57.27,1088.13,SO-67810,Customer Sale,583,564,System,Transaction processed for WH_200 location,system,2025-09-03
2257,3021,Nordic Classic XC Skis - 185cm,WH_200,Sale,2026-01-05,0,229.72,0.0,SO-54303,Customer Sale,0,0,System,Transaction processed for WH_200 location,system,2026-01-05
2258,3091,Freestyle Snowboard - 155cm,WH_200,Sale,2025-12-16,-22,414.73,9124.06,SO-86228,Customer Sale,33,11,System,Transaction processed for WH_200 location,system,2025-12-16
2259,1522,SummitClimber Backpack,WH_100,Return,2026-04-23,3,106.86,320.59,RET-17159,Customer Return,547,550,System,Transaction processed for WH_100 location,system,2026-04-23
2260,1522,SummitClimber Backpack,WH_100,Receipt,2025-10-28,127,131.09,16648.67,PO-3496,Purchase Order Receipt,534,661,System,Transaction processed for WH_100 location,system,2025-10-28
2261,3104,Ski Tuning Bench - Portable,WH_100,Damage,2026-01-24,-3,115.52,346.56,DMG-2261,Quality Issue,79,76,System,Transaction processed for WH_100 location,system,2026-01-24
2262,2021,Chef Knife,WH_200,Receipt,2025-07-18,157,55.65,8736.38,PO-7143,Purchase Order Receipt,3159,3316,System,Transaction processed for WH_200 location,system,2025-07-18
2263,1562,PowerBurner Camping Stove,WH_100,Receipt,2026-02-06,126,107.58,13555.46,PO-5310,Purchase Order Receipt,140,266,System,Transaction processed for WH_100 location,system,2026-02-06
2264,3033,Women's Performance Ski Boots,WH_200,Sale,2025-07-31,-19,407.14,7735.66,SO-66878,Customer Sale,47,28,System,Transaction processed for WH_200 location,system,2025-07-31
2265,1531,Summit Breeze Jacket,WH_500,Receipt,2025-10-09,100,84.42,8441.93,PO-8712,Purchase Order Receipt,791,891,System,Transaction processed for WH_500 location,system,2025-10-09
2266,3041,Carbon Fiber Racing Poles - 120cm,WH_200,Receipt,2025-11-19,92,113.64,10455.14,PO-3314,Purchase Order Receipt,122,214,System,Transaction processed for WH_200 location,system,2025-11-19
2267,2061,Mixing Bowl,WH_200,Receipt,2026-03-04,167,27.73,4631.03,PO-7172,Purchase Order Receipt,736,903,System,Transaction processed for WH_200 location,system,2026-03-04
2268,1563,CompactCook Camping Stove,WH_100,Sale,2026-01-24,-1,59.37,59.37,SO-96917,Customer Sale,107,106,System,Transaction processed for WH_100 location,system,2026-01-24
2269,1531,Summit Breeze Jacket,WH_500,Receipt,2026-01-09,97,88.13,8548.21,PO-5551,Purchase Order Receipt,817,914,System,Transaction processed for WH_500 location,system,2026-01-09
2270,3103,Snowboard Bindings - Pro,WH_200,Receipt,2025-09-30,34,180.01,6120.25,PO-9642,Purchase Order Receipt,88,122,System,Transaction processed for WH_200 location,system,2025-09-30
2271,2022,Fork Set,WH_100,Sale,2025-12-22,-32,28.69,918.08,SO-27167,Customer Sale,1868,1836,System,Transaction processed for WH_100 location,system,2025-12-22
2272,1551,BaseCamp Folding Table,WH_200,Adjustment,2026-01-15,-1,56.2,56.2,ADJ-2272,Cycle Count,145,144,System,Transaction processed for WH_200 location,system,2026-01-15
2273,2071,Baking Pan,WH_200,Transfer,2025-11-17,-25,17.53,438.25,TRF-9139,Warehouse Transfer,435,410,System,Transaction processed for WH_200 location,system,2025-11-17
2274,3021,Nordic Classic XC Skis - 185cm,WH_200,Transfer,2025-10-19,-40,229.72,9188.8,TRF-6639,Warehouse Transfer,85,45,System,Transaction processed for WH_200 location,system,2025-10-19
2275,3062,Anti-Fog Ski Goggles,WH_200,Transfer,2025-09-28,-34,71.96,2446.64,TRF-6366,Warehouse Transfer,34,0,System,Transaction processed for WH_200 location,system,2025-09-28
2276,3021,Nordic Classic XC Skis - 185cm,WH_100,Adjustment,2026-02-22,2,229.72,459.44,ADJ-2276,System Correction,99,101,System,Transaction processed for WH_100 location,system,2026-02-22
2277,3052,Thermal Base Layer Set - Women's,WH_200,Sale,2026-01-24,-4,79.81,319.24,SO-13772,Customer Sale,4,0,System,Transaction processed for WH_200 location,system,2026-01-24
2278,3081,All-Temp Ski Wax Kit,WH_500,Sale,2026-04-04,-3,43.8,131.4,SO-21788,Customer Sale,3,0,System,Transaction processed for WH_500 location,system,2026-04-04
2279,3022,Backcountry Explorer XC Skis - 190cm,WH_500,Receipt,2025-12-24,160,370.42,59267.84,PO-9774,Purchase Order Receipt,157,317,System,Transaction processed for WH_500 location,system,2025-12-24
2280,1543,TrekStar Hiking Sandals,WH_100,Sale,2025-11-19,-23,52.24,1201.52,SO-32664,Customer Sale,216,193,System,Transaction processed for WH_100 location,system,2025-11-19
2281,1511,Alpine Explorer Tent,WH_500,Sale,2025-08-04,-11,285.12,3136.32,SO-43634,Customer Sale,1119,1108,System,Transaction processed for WH_500 location,system,2025-08-04
2282,1553,Adventure Dining Table,WH_200,Adjustment,2025-07-02,16,87.23,1395.68,ADJ-2282,Cycle Count,169,185,System,Transaction processed for WH_200 location,system,2025-07-02
2283,3033,Women's Performance Ski Boots,WH_200,Receipt,2026-03-06,97,418.82,40625.67,PO-3111,Purchase Order Receipt,52,149,System,Transaction processed for WH_200 location,system,2026-03-06
2284,1562,PowerBurner Camping Stove,WH_100,Receipt,2025-09-07,58,109.04,6324.27,PO-5758,Purchase Order Receipt,301,359,System,Transaction processed for WH_100 location,system,2025-09-07
2285,3012,Mountain Master All-Terrain Skis - 165cm,WH_200,Sale,2025-07-30,-4,568.23,2272.92,SO-15861,Customer Sale,4,0,System,Transaction processed for WH_200 location,system,2025-07-30
2286,3053,Waterproof Ski Pants,WH_100,Sale,2026-02-25,-40,123.28,4931.2,SO-80562,Customer Sale,64,24,System,Transaction processed for WH_100 location,system,2026-02-25
2287,3031,Pro Flex Racing Ski Boots,WH_200,Sale,2025-10-09,-27,459.79,12414.33,SO-80303,Customer Sale,119,92,System,Transaction processed for WH_200 location,system,2025-10-09
2288,3104,Ski Tuning Bench - Portable,WH_200,Receipt,2025-09-16,43,110.07,4733.22,PO-2706,Purchase Order Receipt,63,106,System,Transaction processed for WH_200 location,system,2025-09-16
2289,3104,Ski Tuning Bench - Portable,WH_200,Sale,2025-11-04,-4,115.52,462.08,SO-68450,Customer Sale,4,0,System,Transaction processed for WH_200 location,system,2025-11-04
2290,3033,Women's Performance Ski Boots,WH_200,Receipt,2025-10-31,84,392.56,32975.4,PO-4458,Purchase Order Receipt,9,93,System,Transaction processed for WH_200 location,system,2025-10-31
2291,3091,Freestyle Snowboard - 155cm,WH_200,Adjustment,2025-09-01,-1,414.73,414.73,ADJ-2291,Cycle Count,91,90,System,Transaction processed for WH_200 location,system,2025-09-01
2292,2112,4-Slice Toaster,WH_200,Adjustment,2026-01-18,-20,57.27,1145.4,ADJ-2292,Cycle Count,500,480,System,Transaction processed for WH_200 location,system,2026-01-18
2293,3022,Backcountry Explorer XC Skis - 190cm,WH_200,Adjustment,2026-01-22,15,372.58,5588.7,ADJ-2293,System Correction,32,47,System,Transaction processed for WH_200 location,system,2026-01-22
2294,3102,Winter Hiking Boots - Waterproof,WH_100,Receipt,2026-02-13,13,134.66,1750.64,PO-9911,Purchase Order Receipt,108,121,System,Transaction processed for WH_100 location,system,2026-02-13
2295,2011,Coffee Maker,WH_200,Transfer,2026-03-01,-24,119.66,2871.84,TRF-2460,Warehouse Transfer,744,720,System,Transaction processed for WH_200 location,system,2026-03-01
2296,3022,Backcountry Explorer XC Skis - 190cm,WH_500,Sale,2025-12-28,-25,372.58,9314.5,SO-77462,Customer Sale,37,12,System,Transaction processed for WH_500 location,system,2025-12-28
2297,3022,Backcountry Explorer XC Skis - 190cm,WH_200,Sale,2026-03-14,-15,372.58,5588.7,SO-78814,Customer Sale,25,10,System,Transaction processed for WH_200 location,system,2026-03-14
2298,3033,Women's Performance Ski Boots,WH_200,Return,2025-12-11,4,325.71,1302.85,RET-62556,Customer Return,49,53,System,Transaction processed for WH_200 location,system,2025-12-11
2299,1522,SummitClimber Backpack,WH_100,Sale,2026-03-19,-34,133.58,4541.72,SO-13742,Customer Sale,670,636,System,Transaction processed for WH_100 location,system,2026-03-19
2300,1561,EcoFire Camping Stove,WH_100,Sale,2025-11-18,-6,79.86,479.16,SO-46770,Customer Sale,207,201,System,Transaction processed for WH_100 location,system,2025-11-18
2301,2111,High-Speed Blender,WH_100,Sale,2026-01-28,-40,129.6,5184.0,SO-68641,Customer Sale,472,432,System,Transaction processed for WH_100 location,system,2026-01-28
2302,3031,Pro Flex Racing Ski Boots,WH_200,Sale,2026-01-18,-7,459.79,3218.53,SO-57557,Customer Sale,21,14,System,Transaction processed for WH_200 location,system,2026-01-18
2303,2112,4-Slice Toaster,WH_200,Receipt,2025-08-30,175,56.62,9909.21,PO-1160,Purchase Order Receipt,57,232,System,Transaction processed for WH_200 location,system,2025-08-30
2304,3022,Backcountry Explorer XC Skis - 190cm,WH_200,Adjustment,2026-04-30,6,372.58,2235.48,ADJ-2304,Cycle Count,125,131,System,Transaction processed for WH_200 location,system,2026-04-30
2305,3033,Women's Performance Ski Boots,WH_200,Receipt,2025-11-15,185,395.79,73220.43,PO-4287,Purchase Order Receipt,98,283,System,Transaction processed for WH_200 location,system,2025-11-15
2306,2111,High-Speed Blender,WH_100,Transfer,2026-02-02,-45,129.6,5832.0,TRF-6237,Warehouse Transfer,480,435,System,Transaction processed for WH_100 location,system,2026-02-02
2307,2121,Bamboo Cutting Board Set,WH_100,Receipt,2026-02-10,149,28.81,4292.09,PO-8657,Purchase Order Receipt,227,376,System,Transaction processed for WH_100 location,system,2026-02-10
2308,3032,Comfort Fit Recreational Boots,WH_500,Receipt,2026-04-05,27,275.5,7438.55,PO-6630,Purchase Order Receipt,119,146,System,Transaction processed for WH_500 location,system,2026-04-05
2309,1543,TrekStar Hiking Sandals,WH_200,Sale,2026-04-11,-40,52.24,2089.6,SO-24387,Customer Sale,40,0,System,Transaction processed for WH_200 location,system,2026-04-11
2310,1512,SkyView 2-Person Tent,WH_100,Sale,2025-11-27,-22,204.38,4496.36,SO-42587,Customer Sale,169,147,System,Transaction processed for WH_100 location,system,2025-11-27
2311,1562,PowerBurner Camping Stove,WH_200,Sale,2025-09-05,-7,112.81,789.67,SO-78560,Customer Sale,7,0,System,Transaction processed for WH_200 location,system,2025-09-05
2312,3011,Alpine Pro Racing Skis - 170cm,WH_200,Sale,2026-03-31,-33,816.73,26952.09,SO-82341,Customer Sale,214,181,System,Transaction processed for WH_200 location,system,2026-03-31
2313,3052,Thermal Base Layer Set - Women's,WH_200,Sale,2025-08-25,-33,79.81,2633.73,SO-16784,Customer Sale,33,0,System,Transaction processed for WH_200 location,system,2025-08-25
2314,1572,MountainDream Sleeping Bag,WH_200,Sale,2026-01-12,-5,177.25,886.25,SO-34775,Customer Sale,5,0,System,Transaction processed for WH_200 location,system,2026-01-12
2315,3032,Comfort Fit Recreational Boots,WH_500,Sale,2025-11-03,-9,276.26,2486.34,SO-22571,Customer Sale,89,80,System,Transaction processed for WH_500 location,system,2025-11-03
2316,3082,Edge Tuning Tool Set,WH_100,Return,2025-08-01,2,47.54,95.09,RET-54439,Customer Return,98,100,System,Transaction processed for WH_100 location,system,2025-08-01
2317,1563,CompactCook Camping Stove,WH_100,Sale,2025-12-15,-35,59.37,2077.95,SO-46541,Customer Sale,114,79,System,Transaction processed for WH_100 location,system,2025-12-15
2318,3022,Backcountry Explorer XC Skis - 190cm,WH_200,Sale,2025-08-13,-9,372.58,3353.22,SO-21973,Customer Sale,57,48,System,Transaction processed for WH_200 location,system,2025-08-13
2319,2121,Bamboo Cutting Board Set,WH_200,Adjustment,2026-02-19,-16,29.56,472.96,ADJ-2319,Physical Count,147,131,System,Transaction processed for WH_200 location,system,2026-02-19
2320,2031,Coffee Mug,WH_200,Sale,2025-10-26,-46,20.25,931.5,SO-70655,Customer Sale,1508,1462,System,Transaction processed for WH_200 location,system,2025-10-26
2321,1523,TrailLite Daypack,WH_100,Transfer,2026-03-22,-43,47.3,2033.9,TRF-2915,Warehouse Transfer,892,849,System,Transaction processed for WH_100 location,system,2026-03-22
2322,3092,All-Mountain Snowboard - 158cm,WH_100,Receipt,2026-01-27,148,467.31,69161.52,PO-9676,Purchase Order Receipt,42,190,System,Transaction processed for WH_100 location,system,2026-01-27
2323,3012,Mountain Master All-Terrain Skis - 165cm,WH_200,Adjustment,2025-08-10,-12,568.23,6818.76,ADJ-2323,System Correction,41,29,System,Transaction processed for WH_200 location,system,2025-08-10
2324,3072,Hand Warmers - 10 Pack,WH_100,Sale,2025-10-20,-32,8.13,260.16,SO-32958,Customer Sale,32,0,System,Transaction processed for WH_100 location,system,2025-10-20
2325,2111,High-Speed Blender,WH_100,Sale,2025-10-20,-33,129.6,4276.8,SO-42955,Customer Sale,361,328,System,Transaction processed for WH_100 location,system,2025-10-20
2326,3081,All-Temp Ski Wax Kit,WH_500,Transfer,2025-11-23,-8,43.8,350.4,TRF-7332,Warehouse Transfer,129,121,System,Transaction processed for WH_500 location,system,2025-11-23
2327,1522,SummitClimber Backpack,WH_100,Receipt,2025-09-26,74,138.77,10268.67,PO-8375,Purchase Order Receipt,544,618,System,Transaction processed for WH_100 location,system,2025-09-26
2328,1533,RainGuard Hiking Jacket,WH_100,Return,2025-09-29,2,86.22,172.45,RET-69247,Customer Return,186,188,System,Transaction processed for WH_100 location,system,2025-09-29
2329,2121,Bamboo Cutting Board Set,WH_200,Sale,2026-03-29,-44,29.56,1300.64,SO-37946,Customer Sale,82,38,System,Transaction processed for WH_200 location,system,2026-03-29
2330,1571,CozyNights Sleeping Bag,WH_100,Receipt,2025-11-25,153,106.18,16245.36,PO-8102,Purchase Order Receipt,166,319,System,Transaction processed for WH_100 location,system,2025-11-25
2331,2011,Coffee Maker,WH_200,Sale,2026-03-08,-35,119.66,4188.1,SO-80616,Customer Sale,1821,1786,System,Transaction processed for WH_200 location,system,2026-03-08
2332,3062,Anti-Fog Ski Goggles,WH_200,Sale,2026-04-11,-29,71.96,2086.84,SO-26978,Customer Sale,76,47,System,Transaction processed for WH_200 location,system,2026-04-11
2333,3053,Waterproof Ski Pants,WH_100,Adjustment,2025-09-11,-3,123.28,369.84,ADJ-2333,Cycle Count,86,83,System,Transaction processed for WH_100 location,system,2025-09-11
2334,2111,High-Speed Blender,WH_100,Sale,2025-08-29,-46,129.6,5961.6,SO-89188,Customer Sale,397,351,System,Transaction processed for WH_100 location,system,2025-08-29
2335,1562,PowerBurner Camping Stove,WH_200,Receipt,2025-11-29,163,109.39,17831.07,PO-6283,Purchase Order Receipt,11,174,System,Transaction processed for WH_200 location,system,2025-11-29
2336,1532,TrailBlaze Hiking Pants,WH_500,Receipt,2025-11-05,144,56.84,8185.21,PO-8014,Purchase Order Receipt,223,367,System,Transaction processed for WH_500 location,system,2025-11-05
2337,2041,Serving Platter,WH_500,Sale,2025-07-05,-11,43.57,479.27,SO-26485,Customer Sale,2422,2411,System,Transaction processed for WH_500 location,system,2025-07-05
2338,2121,Bamboo Cutting Board Set,WH_100,Transfer,2025-12-19,-20,29.56,591.2,TRF-7590,Warehouse Transfer,200,180,System,Transaction processed for WH_100 location,system,2025-12-19
2339,1521,Adventurer Pro Backpack,WH_500,Sale,2026-02-28,-39,118.65,4627.35,SO-16435,Customer Sale,473,434,System,Transaction processed for WH_500 location,system,2026-02-28
2340,2101,Measuring Cup Set,WH_100,Sale,2025-09-14,-30,12.84,385.2,SO-22100,Customer Sale,777,747,System,Transaction processed for WH_100 location,system,2025-09-14
2341,3021,Nordic Classic XC Skis - 185cm,WH_100,Adjustment,2025-11-10,-5,229.72,1148.6,ADJ-2341,System Correction,85,80,System,Transaction processed for WH_100 location,system,2025-11-10
2342,3022,Backcountry Explorer XC Skis - 190cm,WH_500,Receipt,2026-01-23,136,358.93,48814.3,PO-8964,Purchase Order Receipt,131,267,System,Transaction processed for WH_500 location,system,2026-01-23
2343,3092,All-Mountain Snowboard - 158cm,WH_100,Return,2025-09-22,3,390.57,1171.7,RET-55541,Customer Return,80,83,System,Transaction processed for WH_100 location,system,2025-09-22
2344,3031,Pro Flex Racing Ski Boots,WH_200,Sale,2025-10-16,-50,459.79,22989.5,SO-30174,Customer Sale,110,60,System,Transaction processed for WH_200 location,system,2025-10-16
2345,3012,Mountain Master All-Terrain Skis - 165cm,WH_100,Sale,2026-01-19,-35,568.23,19888.05,SO-28682,Customer Sale,37,2,System,Transaction processed for WH_100 location,system,2026-01-19
2346,2011,Coffee Maker,WH_200,Sale,2025-11-16,-41,119.66,4906.06,SO-81394,Customer Sale,1781,1740,System,Transaction processed for WH_200 location,system,2025-11-16
2347,2031,Coffee Mug,WH_200,Sale,2026-02-23,-1,20.25,20.25,SO-46428,Customer Sale,1572,1571,System,Transaction processed for WH_200 location,system,2026-02-23
2348,2011,Coffee Maker,WH_200,Sale,2025-12-16,-16,119.66,1914.56,SO-64221,Customer Sale,839,823,System,Transaction processed for WH_200 location,system,2025-12-16
2349,1553,Adventure Dining Table,WH_200,Receipt,2025-12-30,65,83.79,5446.4,PO-8545,Purchase Order Receipt,207,272,System,Transaction processed for WH_200 location,system,2025-12-30
2350,1561,EcoFire Camping Stove,WH_100,Receipt,2026-03-26,86,79.25,6815.37,PO-5254,Purchase Order Receipt,112,198,System,Transaction processed for WH_100 location,system,2026-03-26
2351,3033,Women's Performance Ski Boots,WH_200,Receipt,2026-02-17,29,403.6,11704.51,PO-9875,Purchase Order Receipt,49,78,System,Transaction processed for WH_200 location,system,2026-02-17
2352,2011,Coffee Maker,WH_200,Transfer,2025-08-22,-36,119.66,4307.76,TRF-6372,Warehouse Transfer,811,775,System,Transaction processed for WH_200 location,system,2025-08-22
2353,2051,Ice Cream Bowl,WH_100,Sale,2026-03-22,-36,15.41,554.76,SO-81259,Customer Sale,1149,1113,System,Transaction processed for WH_100 location,system,2026-03-22
2354,1541,TrekReady Hiking Boots,WH_200,Receipt,2025-12-04,91,105.7,9618.48,PO-3150,Purchase Order Receipt,210,301,System,Transaction processed for WH_200 location,system,2025-12-04
2355,2041,Serving Platter,WH_500,Receipt,2026-01-16,153,42.88,6560.32,PO-1359,Purchase Order Receipt,2428,2581,System,Transaction processed for WH_500 location,system,2026-01-16
2356,1552,TrekMaster Camping Chair,WH_200,Transfer,2025-11-07,-34,45.98,1563.32,TRF-7929,Warehouse Transfer,80,46,System,Transaction processed for WH_200 location,system,2025-11-07
2357,2111,High-Speed Blender,WH_200,Sale,2025-11-08,-50,129.6,6480.0,SO-48222,Customer Sale,243,193,System,Transaction processed for WH_200 location,system,2025-11-08
2358,2112,4-Slice Toaster,WH_200,Transfer,2025-08-10,-21,57.27,1202.67,TRF-6965,Warehouse Transfer,513,492,System,Transaction processed for WH_200 location,system,2025-08-10
2359,1521,Adventurer Pro Backpack,WH_500,Return,2026-04-26,5,94.92,474.6,RET-50743,Customer Return,472,477,System,Transaction processed for WH_500 location,system,2026-04-26
2360,2071,Baking Pan,WH_200,Damage,2025-08-04,-7,17.53,122.71,DMG-2360,Warehouse Damage,336,329,System,Transaction processed for WH_200 location,system,2025-08-04
2361,1533,RainGuard Hiking Jacket,WH_100,Sale,2026-03-09,-21,107.78,2263.38,SO-22346,Customer Sale,138,117,System,Transaction processed for WH_100 location,system,2026-03-09
2362,3021,Nordic Classic XC Skis - 185cm,WH_200,Sale,2026-04-03,-41,229.72,9418.52,SO-80226,Customer Sale,97,56,System,Transaction processed for WH_200 location,system,2026-04-03
2363,2101,Measuring Cup Set,WH_100,Receipt,2026-03-01,38,12.25,465.41,PO-4219,Purchase Order Receipt,676,714,System,Transaction processed for WH_100 location,system,2026-03-01
2364,3072,Hand Warmers - 10 Pack,WH_200,Adjustment,2025-11-29,16,8.13,130.08,ADJ-2364,Physical Count,92,108,System,Transaction processed for WH_200 location,system,2025-11-29
2365,1571,CozyNights Sleeping Bag,WH_100,Sale,2026-04-26,-3,102.1,306.3,SO-28959,Customer Sale,96,93,System,Transaction processed for WH_100 location,system,2026-04-26
2366,2081,Food Storage Set,WH_100,Adjustment,2025-09-27,20,23.0,460.0,ADJ-2366,Physical Count,311,331,System,Transaction processed for WH_100 location,system,2025-09-27
2367,3041,Carbon Fiber Racing Poles - 120cm,WH_200,Adjustment,2025-08-15,-6,114.35,686.1,ADJ-2367,Cycle Count,58,52,System,Transaction processed for WH_200 location,system,2025-08-15
2368,3062,Anti-Fog Ski Goggles,WH_200,Transfer,2025-10-20,-20,71.96,1439.2,TRF-7345,Warehouse Transfer,21,1,System,Transaction processed for WH_200 location,system,2025-10-20
2369,1521,Adventurer Pro Backpack,WH_500,Sale,2025-07-10,-32,118.65,3796.8,SO-29761,Customer Sale,564,532,System,Transaction processed for WH_500 location,system,2025-07-10
2370,1562,PowerBurner Camping Stove,WH_100,Sale,2025-12-28,-23,112.81,2594.63,SO-27278,Customer Sale,129,106,System,Transaction processed for WH_100 location,system,2025-12-28
2371,3091,Freestyle Snowboard - 155cm,WH_100,Transfer,2025-10-17,-27,414.73,11197.71,TRF-9085,Warehouse Transfer,96,69,System,Transaction processed for WH_100 location,system,2025-10-17
2372,1571,CozyNights Sleeping Bag,WH_100,Receipt,2025-08-31,142,102.38,14538.49,PO-6659,Purchase Order Receipt,60,202,System,Transaction processed for WH_100 location,system,2025-08-31
2373,3071,Ski Boot Bag - Premium,WH_200,Sale,2025-07-12,-4,34.5,138.0,SO-70822,Customer Sale,4,0,System,Transaction processed for WH_200 location,system,2025-07-12
2374,1522,SummitClimber Backpack,WH_100,Sale,2026-03-08,-31,133.58,4140.98,SO-86114,Customer Sale,501,470,System,Transaction processed for WH_100 location,system,2026-03-08
2375,1521,Adventurer Pro Backpack,WH_500,Transfer,2025-08-12,-27,118.65,3203.55,TRF-1860,Warehouse Transfer,494,467,System,Transaction processed for WH_500 location,system,2025-08-12
2376,2112,4-Slice Toaster,WH_200,Adjustment,2025-11-18,9,57.27,515.43,ADJ-2376,Cycle Count,50,59,System,Transaction processed for WH_200 location,system,2025-11-18
2377,3011,Alpine Pro Racing Skis - 170cm,WH_200,Receipt,2026-02-18,143,811.6,116058.23,PO-4118,Purchase Order Receipt,171,314,System,Transaction processed for WH_200 location,system,2026-02-18
2378,1572,MountainDream Sleeping Bag,WH_200,Sale,2025-07-08,-36,177.25,6381.0,SO-70818,Customer Sale,367,331,System,Transaction processed for WH_200 location,system,2025-07-08
2379,3032,Comfort Fit Recreational Boots,WH_200,Adjustment,2025-11-08,18,276.26,4972.68,ADJ-2379,System Correction,36,54,System,Transaction processed for WH_200 location,system,2025-11-08
2380,2022,Fork Set,WH_100,Receipt,2025-08-20,77,30.07,2315.74,PO-2242,Purchase Order Receipt,1765,1842,System,Transaction processed for WH_100 location,system,2025-08-20
2381,2011,Coffee Maker,WH_200,Sale,2025-10-11,-5,119.66,598.3,SO-78629,Customer Sale,1744,1739,System,Transaction processed for WH_200 location,system,2025-10-11
2382,3082,Edge Tuning Tool Set,WH_100,Transfer,2026-04-13,-33,59.43,1961.19,TRF-2784,Warehouse Transfer,57,24,System,Transaction processed for WH_100 location,system,2026-04-13
2383,1551,BaseCamp Folding Table,WH_200,Damage,2025-09-05,-1,56.2,56.2,DMG-2383,Shipping Damage,26,25,System,Transaction processed for WH_200 location,system,2025-09-05
2384,2101,Measuring Cup Set,WH_100,Transfer,2026-01-22,-14,12.84,179.76,TRF-7634,Warehouse Transfer,732,718,System,Transaction processed for WH_100 location,system,2026-01-22
2385,1532,TrailBlaze Hiking Pants,WH_500,Sale,2025-08-08,-21,54.8,1150.8,SO-28301,Customer Sale,260,239,System,Transaction processed for WH_500 location,system,2025-08-08
2386,3104,Ski Tuning Bench - Portable,WH_100,Sale,2025-09-10,-43,115.52,4967.36,SO-96662,Customer Sale,63,20,System,Transaction processed for WH_100 location,system,2025-09-10
2387,1541,TrekReady Hiking Boots,WH_200,Sale,2025-09-10,-8,108.54,868.32,SO-91549,Customer Sale,128,120,System,Transaction processed for WH_200 location,system,2025-09-10
2388,2091,Spatula,WH_200,Receipt,2026-04-24,10,7.04,70.45,PO-4444,Purchase Order Receipt,137,147,System,Transaction processed for WH_200 location,system,2026-04-24
2389,2051,Ice Cream Bowl,WH_100,Receipt,2025-09-06,42,15.78,662.58,PO-6376,Purchase Order Receipt,1183,1225,System,Transaction processed for WH_100 location,system,2025-09-06
2390,1533,RainGuard Hiking Jacket,WH_100,Receipt,2026-03-04,191,103.3,19730.7,PO-8867,Purchase Order Receipt,156,347,System,Transaction processed for WH_100 location,system,2026-03-04
2391,1563,CompactCook Camping Stove,WH_100,Sale,2026-01-31,-9,59.37,534.33,SO-35763,Customer Sale,180,171,System,Transaction processed for WH_100 location,system,2026-01-31
2392,3051,Insulated Ski Jacket - Men's,WH_500,Adjustment,2025-10-31,11,167.9,1846.9,ADJ-2392,Physical Count,19,30,System,Transaction processed for WH_500 location,system,2025-10-31
2393,2031,Coffee Mug,WH_200,Sale,2025-07-18,-41,20.25,830.25,SO-48969,Customer Sale,1452,1411,System,Transaction processed for WH_200 location,system,2025-07-18
2394,1541,TrekReady Hiking Boots,WH_200,Receipt,2025-08-30,16,109.95,1759.14,PO-2532,Purchase Order Receipt,126,142,System,Transaction processed for WH_200 location,system,2025-08-30
2395,3081,All-Temp Ski Wax Kit,WH_500,Sale,2025-11-16,-11,43.8,481.8,SO-84012,Customer Sale,37,26,System,Transaction processed for WH_500 location,system,2025-11-16
2396,1512,SkyView 2-Person Tent,WH_100,Sale,2025-07-30,-13,204.38,2656.94,SO-33530,Customer Sale,104,91,System,Transaction processed for WH_100 location,system,2025-07-30
2397,1561,EcoFire Camping Stove,WH_100,Sale,2026-04-02,-26,79.86,2076.36,SO-67242,Customer Sale,60,34,System,Transaction processed for WH_100 location,system,2026-04-02
2398,1511,Alpine Explorer Tent,WH_500,Transfer,2026-01-08,-11,285.12,3136.32,TRF-8113,Warehouse Transfer,1075,1064,System,Transaction processed for WH_500 location,system,2026-01-08
